embodiment,task,n_rows
mecka,filling_seed_trays,1
mecka,filling_seedling_bags,3
mecka,filling_seedling_trays,3
mecka,filling_small_containers,1
mecka,filling_snack_bags,2
mecka,filling_soil_bags,2
mecka,filling_syringe_with_liquid,1
mecka,filling_tart_shells,1
mecka,filling_tea_bags,3
mecka,filling_trays,32
mecka,filling_tubes,2
mecka,filling_vials,19
mecka,filling_washing_machines,1
mecka,filtering_oils,1
mecka,finishing_bouquets,1
mecka,finishing_candles,2
mecka,finishing_edges,1
mecka,finishing_fringes,1
mecka,finishing_garments,2
mecka,finishing_hat,1
mecka,finishing_jewelry,2
mecka,finishing_leather_straps,1
mecka,finishing_paper_bags,2
mecka,finishing_pillows,1
mecka,finishing_production,1
mecka,finishing_products,1
mecka,finishing_shoes,2
mecka,finishing_straps,1
mecka,fitting_bamboo,1
mecka,fitting_boards,1
mecka,fitting_dental_prosthetics,1
mecka,fitting_planks,5
mecka,fitting_pvc_components,1
mecka,fitting_tiles,1
mecka,fitting_wood_components,1
mecka,fitting_wood_pieces,6
mecka,fitting_wood_planks,2
mecka,fitting_wood_slats,2
mecka,fitting_wood_strips,6
mecka,fitting_wooden_pieces,1
mecka,fitting_wooden_planks,1
mecka,fixing_embroidery_threads,1
mecka,fixing_threads,1
mecka,flattening_bags,1
mecka,flattening_dough,6
mecka,flattening_leaves,5
mecka,flattening_materials,1
mecka,flattening_pillows,1
mecka,flipping_pages,5
mecka,flouring_dough_balls,1
mecka,flower_arranging,3
mecka,fluffing_pillows,1
mecka,fold_clothes,1607
mecka,folding_a_paper_bag,1
mecka,folding_and_bagging_clothes,1
mecka,folding_and_bagging_fabrics,2
mecka,folding_and_cutting_paper,1
mecka,folding_and_gluing_paper_goods,1
mecka,folding_and_ironing_clothes,1
mecka,folding_and_packaging_clothes,2
mecka,folding_and_packaging_cloths,11
mecka,folding_and_packaging_items,2
mecka,folding_and_packing_clothes,1
mecka,folding_and_packing_fabric,1
mecka,folding_bags,39
mecka,folding_banknotes,1
mecka,folding_blankets,2
mecka,folding_booklets,2
mecka,folding_boxes,169
mecka,folding_candy_wrappers,1
mecka,folding_cardboard,2
mecka,folding_cardboard_boxes,6
mecka,folding_cards,2
mecka,folding_cleaning_cloths,3
mecka,folding_clothes,462
mecka,folding_clothing_labels,1
mecka,folding_cloths,3
mecka,folding_coffee_filters,4
mecka,folding_covers,1
mecka,folding_cream,1
mecka,folding_crepes,2
mecka,folding_dough,1
mecka,folding_empanadas,1
mecka,folding_envelopes,7
mecka,folding_fabric,34
mecka,folding_fabric_strips,1
mecka,folding_fabrics,30
mecka,folding_foils,1
mecka,folding_folders,1
mecka,folding_food,1
mecka,folding_invitations,1
mecka,folding_labels,6
mecka,folding_leaves,4
mecka,folding_masks,6
mecka,folding_materials,1
mecka,folding_money_bills,1
mecka,folding_napkins,67
mecka,folding_packaging,9
mecka,folding_pages,2
mecka,folding_paper,83
mecka,folding_paper_bags,25
mecka,folding_paper_fans,1
mecka,folding_paper_folders,1
mecka,folding_paper_packaging,2
mecka,folding_paper_pouches,2
mecka,folding_paper_sleeves,1
mecka,folding_paper_strips,2
mecka,folding_papers,1
mecka,folding_pipe_cleaners,7
mecka,folding_plastic_bags,8
mecka,folding_plastic_strips,1
mecka,folding_plastics,4
mecka,folding_ribbons,3
mecka,folding_sachets,2
mecka,folding_samosas,2
mecka,folding_socks,2
mecka,folding_sticker_sheets,1
mecka,folding_strips,3
mecka,folding_towels,6
mecka,folding_wrappers,5
mecka,folding_wraps,1
mecka,food_preparation,10
mecka,food_wrapping,2
mecka,forming_bags,1
mecka,forming_donuts,1
mecka,forming_dough,8
mecka,forming_dough_balls,6
mecka,forming_dough_rings,17
mecka,forming_pastries,1
mecka,forming_pipe_cleaners,1
mecka,forming_snacks,1
mecka,forming_soil_balls_around_plant_roots,1
mecka,forming_soil_blocks,1
mecka,forming_tart_shells,1
mecka,framing_art,2
mecka,framing_artwork,2
mecka,framing_pictures,1
mecka,fringing_foil,2
mecka,frying_bananas,2
mecka,frying_bread,1
mecka,frying_carrots,1
mecka,frying_donuts,5
mecka,frying_dough,1
mecka,frying_eggplant,1
mecka,frying_eggs,2
mecka,frying_food,21
mecka,frying_onions,1
mecka,frying_potatoes,1
mecka,frying_sausages,1
mecka,frying_snails,1
mecka,frying_spring_rolls,1
mecka,frying_tempeh,3
mecka,frying_tofu,2
mecka,frying_vegetables,1
mecka,fulfilling_orders,2
mecka,gardening,9
mecka,garment_preparation,1
mecka,gathering_condiments,1
mecka,gathering_dough,1
mecka,gathering_items,1
mecka,gift_wrapping,59
mecka,glazing_bread,1
mecka,glazing_cookies,33
mecka,glazing_pastries,15
mecka,gluing,2
mecka,gluing_acrylic_pieces,1
mecka,gluing_back_covers,1
mecka,gluing_bags,24
mecka,gluing_boxes,1
mecka,gluing_cardboard,1
mecka,gluing_covers,1
mecka,gluing_decorations,2
mecka,gluing_edge_strips,2
mecka,gluing_flower_parts,1
mecka,gluing_flower_petals,1
mecka,gluing_foam_components,1
mecka,gluing_incense_cones,3
mecka,gluing_jewelry,1
mecka,gluing_labels,1
mecka,gluing_leather,1
mecka,gluing_leather_sections,1
mecka,gluing_leather_strips,2
mecka,gluing_leaves,2
mecka,gluing_led_strips,1
mecka,gluing_letters,3
mecka,gluing_materials,1
mecka,gluing_packaging,14
mecka,gluing_paper_bags,15
mecka,gluing_paper_goods,4
mecka,gluing_paper_pieces,1
mecka,gluing_papers,5
mecka,gluing_petals,3
mecka,gluing_phone_covers,1
mecka,gluing_pipe_cleaners,2
mecka,gluing_planks,1
mecka,gluing_ribbon_flowers,1
mecka,gluing_ribbons,2
mecka,gluing_screens,1
mecka,gluing_shoes,1
mecka,gluing_signs,1
mecka,gluing_sleeves,3
mecka,gluing_stickers,1
mecka,gluing_sticks,10
mecka,gluing_strips,4
mecka,gluing_tiles,1
mecka,gluing_toothpicks,7
mecka,gluing_toys,1
mecka,gluing_wood,10
mecka,gluing_wood_pieces,1
mecka,gluing_wood_strips,11
mecka,gluing_wooden_components,1
mecka,gluing_wooden_letters,1
mecka,gluing_wooden_pieces,2
mecka,gluing_wooden_strips,1
mecka,gluing_wrappers,6
mecka,gluing_wraps,1
mecka,grating_carrots,3
mecka,grating_cheese,2
mecka,grating_cookies,1
mecka,grating_food,1
mecka,grating_ingredients,1
mecka,grating_potatoes,1
mecka,grating_turmeric,1
mecka,grating_vegetables,1
mecka,greasing_pans,3
mecka,greasing_trays,1
mecka,grilling_peppers,1
mecka,grinding,5
mecka,grinding_and_transferring_material,1
mecka,grinding_coffee,2
mecka,grinding_coffee_beans,2
mecka,grinding_food,1
mecka,grinding_glass,1
mecka,grinding_grains,1
mecka,grinding_herbs,2
mecka,grinding_ingredients,16
mecka,grinding_jewelry,7
mecka,grinding_material,8
mecka,grinding_metal,5
mecka,grinding_metal_bars,1
mecka,grinding_metal_components,3
mecka,grinding_metal_parts,2
mecka,grinding_metal_pieces,1
mecka,grinding_metals,2
mecka,grinding_mixture,1
mecka,grinding_parts,2
mecka,grinding_pepper,1
mecka,grinding_powder,14
mecka,grinding_spices,18
mecka,grinding_substance,6
mecka,grinding_tea_leaves,1
mecka,grooming_plants,1
mecka,guiding_bags,1
mecka,hammering_leather,2
mecka,hammering_leather_strips,1
mecka,hammering_nails,7
mecka,hammering_rivets,1
mecka,hammering_sticks,1
mecka,hammering_studs,3
mecka,hand_sewing,4
mecka,hand_sewing_garments,3
mecka,hand_sewing_leather,1
mecka,hand_stitching_clothes,1
mecka,handicrafting,1
mecka,handling_kettles,1
mecka,handling_kitchen_tools,1
mecka,handling_masks,1
mecka,handling_phone_parts,1
mecka,handling_water_cups,1
mecka,handwashing_clothes,1
mecka,hanging_clothes,135
mecka,hanging_handbags,1
mecka,hanging_laundry,2
mecka,hanging_pants,7
mecka,hanging_trousers,2
mecka,harvesting_herbs,1
mecka,harvesting_plants,2
mecka,harvesting_roots,1
mecka,harvesting_vegetables,1
mecka,heat_pressing,1
mecka,heat_sealing_ribbons,1
mecka,heat_shrinking_bottle_caps,1
mecka,heat_shrinking_boxes,1
mecka,heating_ingredients,1
mecka,heating_leaves,1
mecka,heating_metal,1
mecka,heating_motorcycle_parts,1
mecka,hoeing_fields,1
mecka,hoeing_ground,1
mecka,hoeing_soil,8
mecka,hoeing_weeds,2
mecka,honing_knives,1
mecka,inserting_banknotes,2
mecka,inserting_drawstrings,4
mecka,inserting_pine_branches,1
mecka,inserting_strings,2
mecka,inserting_strips,1
mecka,inserting_toothpicks,5
mecka,inspecting_and_organizing_items,1
mecka,inspecting_and_packaging_phone_accessories,1
mecka,inspecting_and_packaging_phone_cases,1
mecka,inspecting_and_sorting_parts,1
mecka,inspecting_bags,1
mecka,inspecting_bicycle_parts,1
mecka,inspecting_bolts,1
mecka,inspecting_bottles,1
mecka,inspecting_boxes,3
mecka,inspecting_candles,1
mecka,inspecting_carburetors,1
mecka,inspecting_circuit_boards,5
mecka,inspecting_clothes,8
mecka,inspecting_components,6
mecka,inspecting_cylinder_components,1
mecka,inspecting_electronics,20
mecka,inspecting_engine_parts,2
mecka,inspecting_fabrics,2
mecka,inspecting_gears,1
mecka,inspecting_guitar_strings,1
mecka,inspecting_guitars,1
mecka,inspecting_heating_elements,1
mecka,inspecting_jewelry,1
mecka,inspecting_kettles,1
mecka,inspecting_laptops,1
mecka,inspecting_leather,1
mecka,inspecting_masks,2
mecka,inspecting_metal_pieces,1
mecka,inspecting_mobile_screens,3
mecka,inspecting_motherboards,3
mecka,inspecting_packaging,1
mecka,inspecting_papers,1
mecka,inspecting_parts,6
mecka,inspecting_phone_cases,7
mecka,inspecting_phone_screens,16
mecka,inspecting_phones,3
mecka,inspecting_pistons,1
mecka,inspecting_products,7
mecka,inspecting_saw_blades,1
mecka,inspecting_screen_protectors,9
mecka,inspecting_screens,18
mecka,inspecting_shoelaces,1
mecka,inspecting_shoes,1
mecka,inspecting_sprockets,2
mecka,inspecting_syringes,1
mecka,inspecting_tackle,1
mecka,inspecting_watches,2
mecka,inspecting_wax_roses,1
mecka,installing_back_covers,1
mecka,installing_batteries,4
mecka,installing_battery,1
mecka,installing_brake_levers,1
mecka,installing_brake_rotors,1
mecka,installing_charging_coils,1
mecka,installing_components,2
mecka,installing_computer_components,2
mecka,installing_computer_fan,1
mecka,installing_computer_parts,2
mecka,installing_cooling_fans,1
mecka,installing_cpu_coolers,2
mecka,installing_cpus,1
mecka,installing_engine_parts,1
mecka,installing_floors,1
mecka,installing_guitar_strings,1
mecka,installing_hanging_wires,1
mecka,installing_hard_drive,1
mecka,installing_hard_drives,4
mecka,installing_heatsinks,1
mecka,installing_internal_modules,1
mecka,installing_keyboard,1
mecka,installing_laptop_components,2
mecka,installing_laptop_keyboard,1
mecka,installing_motherboards,3
mecka,installing_parts,2
mecka,installing_phone_parts,1
mecka,installing_phone_screen,1
mecka,installing_ram,2
mecka,installing_ram_modules,1
mecka,installing_screens,2
mecka,installing_speaker,1
mecka,installing_strings,1
mecka,installing_valve_components,1
mecka,installing_valve_keepers,1
mecka,installing_wooden_floors,1
mecka,ipad_repair,1
mecka,ironing,3
mecka,ironing_a_jersey,1
mecka,ironing_a_t-shirt,2
mecka,ironing_and_cutting_fabrics,2
mecka,ironing_and_folding_clothes,18
mecka,ironing_and_packaging_clothes,2
mecka,ironing_clothes,575
mecka,ironing_fabric,26
mecka,ironing_fabric_pieces,2
mecka,ironing_fabrics,1
mecka,ironing_folding_and_packaging_clothes,4
mecka,ironing_pants,4
mecka,ironing_t-shirts,1
mecka,jewelry_making,5
mecka,joining_craft_components,1
mecka,joining_wood_strips,2
mecka,kitting_screws,1
mecka,kneading_and_shaping_dough,1
mecka,kneading_dough,68
mecka,knitting,15
mecka,knitting_fabric,1
mecka,knitting_garments,1
mecka,knitting_with_yarn,1
mecka,knotting_ropes,1
mecka,knotting_strings,1
mecka,labeling,1
mecka,labeling_accessories,1
mecka,labeling_and_packaging_belts,1
mecka,labeling_and_packaging_items,1
mecka,labeling_and_packaging_snacks,1
mecka,labeling_bags,8
mecka,labeling_books,1
mecka,labeling_bottles,52
mecka,labeling_boxes,6
mecka,labeling_candles,4
mecka,labeling_cans,1
mecka,labeling_containers,1
mecka,labeling_eggs,13
mecka,labeling_electronics,8
mecka,labeling_food_trays,1
mecka,labeling_hair_nets,1
mecka,labeling_items,1
mecka,labeling_markers,1
mecka,labeling_merchandise,1
mecka,labeling_mugs,1
mecka,labeling_packages,2
mecka,labeling_packets,1
mecka,labeling_papers,1
mecka,labeling_patches,1
mecka,labeling_pencils,4
mecka,labeling_pens,1
mecka,labeling_phone_cases,8
mecka,labeling_plastic_bags,1
mecka,labeling_pouches,1
mecka,labeling_products,3
mecka,labeling_screen_protectors,1
mecka,labeling_screens,12
mecka,labeling_socks,1
mecka,labeling_tags,1
mecka,labeling_tubes,1
mecka,labeling_water_bottles,1
mecka,labeling_wood,1
mecka,lacing_boots,2
mecka,lacing_shoes,130
mecka,lacing_sneakers,3
mecka,laptop_repair,15
mecka,layering_biscuits,1
mecka,layering_cake,1
mecka,laying_wood_strips,1
mecka,laying_wooden_planks,3
mecka,leveling_soil,14
mecka,leveling_soils,1
mecka,lining_basket,1
mecka,lint_rolling_and_folding_clothes,7
mecka,lint_rolling_clothes,18
mecka,lint_rolling_fabrics,1
mecka,loading_clothes,5
mecka,loading_cutlery,1
mecka,loading_dishes,3
mecka,loading_dishwasher,12
mecka,loading_glasses,1
mecka,loading_labeling_guns,1
mecka,loading_laundry,2
mecka,loading_pastries_into_machine,1
mecka,loading_washing_machine,13
mecka,loosening_bolts,1
mecka,loosening_screws,1
mecka,loosening_soil,2
mecka,lubricating_bicycle_parts,1
mecka,lubricating_gears,1
mecka,lubricating_reel_components,1
mecka,lubricating_reels,1
mecka,machining_parts,1
mecka,maintaining_a_headlamp,1
mecka,maintaining_bonsai,1
mecka,maintaining_carburetors,1
mecka,maintaining_guitars,1
mecka,maintaining_motorcycles,1
mecka,making_a_bouquet,4
mecka,making_a_flower_bouquet,14
mecka,making_a_money_bouquet,2
mecka,making_a_paper_bag,2
mecka,making_a_ribbon_bow,1
mecka,making_a_toothpick_craft,1
mecka,making_artificial_flowers,25
mecka,making_bags,15
mecka,making_beaded_bracelets,2
mecka,making_beaded_items,1
mecka,making_beaded_jewelry,2
mecka,making_beaded_necklaces,1
mecka,making_bed,7
mecka,making_beverages,1
mecka,making_bouquets,25
mecka,making_bows,17
mecka,making_bracelets,5
mecka,making_bread,1
mecka,making_bread_rolls,1
mecka,making_brooms,4
mecka,making_cakes,10
mecka,making_candles,10
mecka,making_candy_crafts,3
mecka,making_candy_decorations,2
mecka,making_candy_flowers,4
mecka,making_candy_pineapples,1
mecka,making_chocolate_treats,1
mecka,making_chocolates,2
mecka,making_clay_figures,2
mecka,making_coconut_balls,1
mecka,making_coffee,4
mecka,making_cookies,21
mecka,making_covers,1
mecka,making_crafts,23
mecka,making_crepes,2
mecka,making_decorations,45
mecka,making_decorative_picks,1
mecka,making_dentures,4
mecka,making_donuts,1
mecka,making_dough,1
mecka,making_dough_balls,10
mecka,making_dough_rings,1
mecka,making_drinks,1
mecka,making_dumplings,93
mecka,making_empanadas,8
mecka,making_envelopes,5
mecka,making_espresso,4
mecka,making_fabric_flowers,1
mecka,making_filled_crepes,1
mecka,making_flatbread,1
mecka,making_floral_arrangements,1
mecka,making_flower_bouquets,5
mecka,making_flower_centers,4
mecka,making_flower_decorations,1
mecka,making_flower_from_pipe_cleaners,1
mecka,making_flower_leaves,1
mecka,making_flower_petals,9
mecka,making_flowers,114
mecka,making_food_balls,1
mecka,making_fringe,1
mecka,making_handicrafts,1
mecka,making_holes,1
mecka,making_ice_pops,9
mecka,making_jewelry,31
mecka,making_ketupat,1
mecka,making_kites,7
mecka,making_klepon,5
mecka,making_lontong,1
mecka,making_miniature_houses,1
mecka,making_miniatures,1
mecka,making_model_houses,3
mecka,making_models,2
mecka,making_necklaces,1
mecka,making_noodles,8
mecka,making_paper_bags,80
mecka,making_paper_decorations,1
mecka,making_paper_flowers,16
mecka,making_paper_roses,1
mecka,making_paper_stars,2
mecka,making_party_hats,2
mecka,making_party_horns,2
mecka,making_pastries,57
mecka,making_pastry_decorations,1
mecka,making_peanut_rolls,2
mecka,making_pellets,1
mecka,making_perfume,41
mecka,making_perfumes,19
mecka,making_petals,4
mecka,making_pipe_cleaner_flowers,12
mecka,making_pipe_cleaner_leaves,1
mecka,making_plastic_bags,1
mecka,making_pom_poms,1
mecka,making_pompoms,1
mecka,making_popsicles,1
mecka,making_pouches,2
mecka,making_ribbon_bows,17
mecka,making_ribbon_flowers,7
mecka,making_ribbon_leaves,1
mecka,making_ribbon_petals,2
mecka,making_rolls,1
mecka,making_scrunchies,1
mecka,making_snack_tower,1
mecka,making_snacks,1
mecka,making_soil_balls,1
mecka,making_soil_blocks,1
mecka,making_spring_rolls,19
mecka,making_stained_glass,1
mecka,making_stuffed_dough,1
mecka,making_tassels,1
mecka,making_toys,2
mecka,making_wire_links,1
mecka,making_wooden_boxes,1
mecka,making_yarn_pom_poms,1
mecka,manipulating_objects,1
mecka,manipulating_small_parts,1
mecka,manufacturing_belts,1
mecka,manufacturing_leather_goods,1
mecka,marking_and_taping_boards,1
mecka,marking_circuit_boards,3
mecka,marking_clothes,1
mecka,marking_components,2
mecka,marking_fabric,5
mecka,marking_foam,2
mecka,marking_frames,1
mecka,marking_labels,1
mecka,marking_leather,1
mecka,marking_leather_pieces,1
mecka,marking_materials,3
mecka,marking_metal_parts,1
mecka,marking_metal_sheets,1
mecka,marking_paper,2
mecka,marking_parts,1
mecka,marking_patches,1
mecka,marking_planks,2
mecka,marking_rods,1
mecka,marking_stools,1
mecka,marking_tools,1
mecka,marking_wood,7
mecka,mashing_fruits,3
mecka,mashing_ingredients,1
mecka,material_preparation,1
mecka,measuring_and_cutting_fabric,1
mecka,measuring_and_marking_leathers,1
mecka,measuring_coffee_grounds,1
mecka,measuring_eggs,6
mecka,measuring_fabric,1
mecka,measuring_food,1
mecka,measuring_fragrance_oil,1
mecka,measuring_frames,1
mecka,measuring_ingredients,3
mecka,measuring_labels,2
mecka,measuring_leather,1
mecka,measuring_liquid,3
mecka,measuring_liquids,11
mecka,measuring_materials,1
mecka,measuring_metals,1
mecka,measuring_objects,1
mecka,measuring_perfume_concentrates,1
mecka,measuring_perfume_ingredients,2
mecka,measuring_perfumes,2
mecka,measuring_plywood,1
mecka,measuring_powder,4
mecka,measuring_sign_boards,1
mecka,measuring_strips,1
mecka,measuring_tapes,1
mecka,measuring_temperature,1
mecka,measuring_wood_boards,1
mecka,melting_butter,1
mecka,melting_chocolate,2
mecka,melting_metals,1
mecka,melting_ribbons,1
mecka,melting_wax,25
mecka,mending_nets,20
mecka,metalworking,1
mecka,mincing_garlic,5
mecka,mincing_ginger,1
mecka,mincing_vegetables,2
mecka,mixing,1
mecka,mixing_batter,19
mecka,mixing_cake_batter,1
mecka,mixing_cauliflower,1
mecka,mixing_cereal,1
mecka,mixing_dental_acrylic,1
mecka,mixing_dental_material,1
mecka,mixing_dough,4
mecka,mixing_drinks,1
mecka,mixing_dye,1
mecka,mixing_eggs,1
mecka,mixing_fragrances,2
mecka,mixing_ingredients,41
mecka,mixing_liquids,15
mecka,mixing_noodles,1
mecka,mixing_perfume,100
mecka,mixing_perfume_ingredients,5
mecka,mixing_perfume_oils,2
mecka,mixing_perfumes,219
mecka,mixing_plaster,1
mecka,mixing_powder,6
mecka,mixing_scented_liquids,1
mecka,mixing_soil,2
mecka,mixing_substances,3
mecka,modeling_dentures,1
mecka,modifying_circuit_boards,1
mecka,modifying_parts,1
mecka,modifying_plugs,1
mecka,modifying_tackle,2
mecka,molding_chocolate,1
mecka,molding_dough,11
mecka,molding_figures,1
mecka,mopping,21
mecka,mopping_floors,32
mecka,motorcycle_washing,1
mecka,moving_equipment,1
mecka,moving_objects,1
mecka,nailing_bamboo,2
mecka,nailing_bamboo_strips,2
mecka,nailing_planks,1
mecka,needleworking,1
mecka,numbering_documents,1
mecka,opening_bottles,1
mecka,opening_card_packs,1
mecka,opening_computer_case,1
mecka,opening_gum_packets,1
mecka,opening_laptops,1
mecka,opening_nested_box,1
mecka,opening_oysters,1
mecka,opening_perfume_bottles,1
mecka,opening_power_strips,1
mecka,opening_sachets,1
mecka,opening_speaker_housings,1
mecka,operating_control_panel,1
mecka,operating_heat_press,1
mecka,operating_heat_presses,1
mecka,operating_machine_controls,1
mecka,organizing,4
mecka,organizing_accessories,5
mecka,organizing_and_cleaning,1
mecka,organizing_art_supplies,1
mecka,organizing_backpack,1
mecka,organizing_bags,9
mecka,organizing_bananas,1
mecka,organizing_bathroom,1
mecka,organizing_bathroom_items,1
mecka,organizing_beads,6
mecka,organizing_beauty_products,1
mecka,organizing_beverage_cartons,1
mecka,organizing_beverages,1
mecka,organizing_bicycle_spokes,1
mecka,organizing_billiard_balls,2
mecka,organizing_binder_clips,1
mecka,organizing_books,2
mecka,organizing_bottles,8
mecka,organizing_boxes,10
mecka,organizing_cabinet_items,2
mecka,organizing_cabinets,4
mecka,organizing_cables,16
mecka,organizing_candies,8
mecka,organizing_candy,3
mecka,organizing_cans,1
mecka,organizing_cards,4
mecka,organizing_cases,1
mecka,organizing_cash_drawer,1
mecka,organizing_clips,2
mecka,organizing_closet,1
mecka,organizing_clothes,22
mecka,organizing_components,21
mecka,organizing_condiments,1
mecka,organizing_connectors,1
mecka,organizing_cosmetics,7
mecka,organizing_cupboard,1
mecka,organizing_cups,3
mecka,organizing_cushions,1
mecka,organizing_cutlery,44
mecka,organizing_desk,15
mecka,organizing_desk_items,3
mecka,organizing_dishes,46
mecka,organizing_documents,5
mecka,organizing_drawer_items,2
mecka,organizing_drawers,11
mecka,organizing_drinks,2
mecka,organizing_earphones,7
mecka,organizing_electronic_components,5
mecka,organizing_electronics,13
mecka,organizing_exercise_equipment,1
mecka,organizing_fabric_pieces,1
mecka,organizing_filters,1
mecka,organizing_folders,1
mecka,organizing_food,3
mecka,organizing_food_containers,1
mecka,organizing_food_items,1
mecka,organizing_food_packets,2
mecka,organizing_forks,1
mecka,organizing_forms,1
mecka,organizing_fridge,3
mecka,organizing_glass_bowls,1
mecka,organizing_glasses,4
mecka,organizing_glassware,5
mecka,organizing_groceries,4
mecka,organizing_hair_accessories,1
mecka,organizing_hangers,3
mecka,organizing_hardware,6
mecka,organizing_household_items,2
mecka,organizing_items,37
mecka,organizing_jars,1
mecka,organizing_kitchen,5
mecka,organizing_kitchen_items,15
mecka,organizing_kitchen_tools,6
mecka,organizing_kitchen_utensils,2
mecka,organizing_kitchenware,9
mecka,organizing_knives,3
mecka,organizing_labels,5
mecka,organizing_makeup,5
mecka,organizing_markers,9
mecka,organizing_masks,1
mecka,organizing_materials,1
mecka,organizing_medicine_boxes,1
mecka,organizing_medicines,1
mecka,organizing_merchandise,2
mecka,organizing_metal_types,1
mecka,organizing_money,1
mecka,organizing_motorcycle_parts,1
mecka,organizing_mugs,4
mecka,organizing_nets,1
mecka,organizing_notebooks,1
mecka,organizing_objects,1
mecka,organizing_office_supplies,2
mecka,organizing_packaged_goods,2
mecka,organizing_packages,2
mecka,organizing_packets,2
mecka,organizing_pantry,1
mecka,organizing_pants,1
mecka,organizing_papers,13
mecka,organizing_parts,22
mecka,organizing_patterns,1
mecka,organizing_pencils,1
mecka,organizing_pens,3
mecka,organizing_phone_accessories,1
mecka,organizing_phone_cases,13
mecka,organizing_pins,1
mecka,organizing_plastic_bags,1
mecka,organizing_plates,4
mecka,organizing_plushies,1
mecka,organizing_pool_balls,1
mecka,organizing_print_shop,1
mecka,organizing_produce,1
mecka,organizing_products,20
mecka,organizing_refrigerator,1
mecka,organizing_rods,1
mecka,organizing_room,1
mecka,organizing_rubber_bands,1
mecka,organizing_sachets,4
mecka,organizing_screwdrivers,1
mecka,organizing_seasonings,1
mecka,organizing_shelf_items,1
mecka,organizing_shelves,12
mecka,organizing_shoes,5
mecka,organizing_silverware,1
mecka,organizing_sleeves,1
mecka,organizing_small_items,1
mecka,organizing_snacks,4
mecka,organizing_sockets,1
mecka,organizing_socks,1
mecka,organizing_spices,2
mecka,organizing_stationery,7
mecka,organizing_stationery_tools,1
mecka,organizing_stickers,2
mecka,organizing_sticks,2
mecka,organizing_strings,4
mecka,organizing_supplies,5
mecka,organizing_tableware,1
mecka,organizing_tackle,10
mecka,organizing_tags,1
mecka,organizing_toiletries,4
mecka,organizing_toolbox,2
mecka,organizing_tools,54
mecka,organizing_tools_and_parts,1
mecka,organizing_toothpicks,1
mecka,organizing_toys,1
mecka,organizing_utensils,17
mecka,organizing_vanity,1
mecka,organizing_wardrobe,1
mecka,organizing_watches,1
mecka,organizing_welding_rods,1
mecka,organizing_wicks,1
mecka,organizing_wine_glasses,1
mecka,organizing_wire_harnesses,2
mecka,organizing_wires,8
mecka,organizing_wood_pieces,1
mecka,organizing_wrenches,2
mecka,overlocking_garments,1
mecka,packaging,44
mecka,packaging_accessories,29
mecka,packaging_and_assembling_items,8
mecka,packaging_and_ironing_clothes,1
mecka,packaging_and_labeling_items,1
mecka,packaging_and_labeling_products,2
mecka,packaging_and_sealing_items,1
mecka,packaging_animal_bedding,1
mecka,packaging_aquarium_substrate,2
mecka,packaging_aquatic_plants,1
mecka,packaging_artificial_plants,1
mecka,packaging_bags,9
mecka,packaging_baked_goods,9
mecka,packaging_bakedgoods,1
mecka,packaging_balloons,16
mecka,packaging_banknotes,2
mecka,packaging_beaded_items,1
mecka,packaging_beads,17
mecka,packaging_beans,17
mecka,packaging_beauty_products,6
mecka,packaging_belts,7
mecka,packaging_beverages,1
mecka,packaging_bird_feed,5
mecka,packaging_birdseed,2
mecka,packaging_bottles,2
mecka,packaging_bowls,35
mecka,packaging_boxes,2
mecka,packaging_bracelets,8
mecka,packaging_bread,3
mecka,packaging_buttons,10
mecka,packaging_cable_ties,5
mecka,packaging_cables,1
mecka,packaging_cakes,3
mecka,packaging_candies,30
mecka,packaging_candle_holders,1
mecka,packaging_candles,38
mecka,packaging_candy,2
mecka,packaging_cards,4
mecka,packaging_cases,1
mecka,packaging_cement,4
mecka,packaging_chips,7
mecka,packaging_chocolate_bars,1
mecka,packaging_chocolates,21
mecka,packaging_clothes,114
mecka,packaging_clothespins,1
mecka,packaging_cloths,36
mecka,packaging_coffee,72
mecka,packaging_coffee_bags,3
mecka,packaging_coffee_beans,35
mecka,packaging_coffee_grounds,5
mecka,packaging_coffee_powder,2
mecka,packaging_combs,25
mecka,packaging_components,49
mecka,packaging_cone_incense,2
mecka,packaging_cones,3
mecka,packaging_cookies,11
mecka,packaging_cosmetics,1
mecka,packaging_cotton_swabs,1
mecka,packaging_craft_items,1
mecka,packaging_craft_materials,1
mecka,packaging_crafts,12
mecka,packaging_crepes,1
mecka,packaging_cushions,3
mecka,packaging_cutlery,81
mecka,packaging_cutlery_sets,2
mecka,packaging_dishes,4
mecka,packaging_dough,1
mecka,packaging_drinks,3
mecka,packaging_earphones,41
mecka,packaging_earrings,4
mecka,packaging_eggs,22
mecka,packaging_electronics,26
mecka,packaging_eyeglasses,1
mecka,packaging_fabrics,6
mecka,packaging_face_masks,1
mecka,packaging_fasteners,1
mecka,packaging_faucet_handles,1
mecka,packaging_feed,2
mecka,packaging_fish_food,1
mecka,packaging_flip_flops,1
mecka,packaging_flowers,5
mecka,packaging_food,288
mecka,packaging_food_items,6
mecka,packaging_foods,1
mecka,packaging_footwear,1
mecka,packaging_fragrances,2
mecka,packaging_fruits,7
mecka,packaging_gifts,72
mecka,packaging_goods,33
mecka,packaging_grains,17
mecka,packaging_granular_material,7
mecka,packaging_granular_materials,6
mecka,packaging_granules,1
mecka,packaging_hair_accessories,8
mecka,packaging_hair_clips,10
